Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Accuracy,Trial_in_block
do2205,0,0,4,0.867,0.234,2,1,27
do2205,0,0,4,0.9,0.067,1,1,28
do2205,0,0,3,0.784,0.5,1,1,29
do2205,0,0,4,0.834,0.2,1,1,30
do2205,0,0,3,0.8,0.367,1,1,31
do2205,0,0,4,0.8,0.234,1,1,32
do2205,0,0,3,0.767,0.55,1,1,33
do2205,0,0,4,1.318,0.4,1,1,34
do2205,0,0,3,0.984,0.201,1,1,35
do2205,0,0,2,0.8,0.384,1,1,36
do2205,1,1,4,0.634,0.134,2,1,1
do2205,1,1,2,0.717,0.234,2,1,2
do2205,1,1,4,1.084,0.134,2,1,3
do2205,1,1,4,0.767,0.334,2,1,4
do2205,1,1,4,0.817,1.05,2,1,5
do2205,1,1,3,1.434,0.234,2,1,6
do2205,1,0,2,1.401,0.684,2,0,7
do2205,1,1,3,0.701,0.45,2,1,8
do2205,1,1,3,0.7,0.184,2,1,9
do2205,1,1,2,0.717,0.7,1,1,10
do2205,1,1,3,0.667,0.45,1,1,11
do2205,1,1,3,0.734,0.1,1,1,12
do2205,1,1,2,0.717,0.517,1,1,13
do2205,1,1,2,0.718,0.1,1,1,14
do2205,1,1,3,0.767,0.117,1,1,15
do2205,1,1,3,0.617,0.2,1,1,16
do2205,1,1,3,0.65,0.217,1,1,17
do2205,1,1,4,0.65,0.334,1,1,18
do2205,0,0,4,1.518,0.134,2,1,19
do2205,0,0,4,0.734,0.234,2,1,20
do2205,0,0,4,0.867,0.267,2,1,21
do2205,0,1,3,2.017,0.25,2,0,22
do2205,0,0,4,1.234,0.084,2,1,23
do2205,0,0,3,0.967,0.284,2,1,24
do2205,0,0,4,0.767,0.067,2,1,25
do2205,0,0,3,0.717,0.234,2,1,26
do2205,0,0,3,0.734,0.234,2,1,27
do2205,0,0,4,0.767,0.234,1,1,28
do2205,0,0,2,0.8,0.3,1,1,29
do2205,0,0,2,1.167,0.234,1,1,30
do2205,0,1,4,0.667,0.084,1,0,31
do2205,0,1,3,1.867,1.117,1,0,32
do2205,0,0,2,0.834,0.651,1,1,33
do2205,0,0,3,1.417,0.184,1,1,34
do2205,0,0,3,0.834,0.45,1,1,35
do2205,0,0,3,0.901,0.35,1,1,36
do2205,1,1,4,1.317,0.35,2,1,1
do2205,1,1,3,0.717,0.3,2,1,2
do2205,1,1,4,0.617,0.05,2,1,3
do2205,1,0,3,0.884,0.434,2,0,4
do2205,1,1,4,1.484,0.367,2,1,5
do2205,1,1,4,0.784,0.067,2,1,6
do2205,1,1,3,0.6,0.184,2,1,7
do2205,1,1,4,0.734,0.034,2,1,8
do2205,1,1,3,1.034,0.467,2,1,9
do2205,1,1,4,0.917,0.201,1,1,10
do2205,1,1,2,0.783,0.384,1,1,11
do2205,1,1,3,1.284,0.234,1,1,12
do2205,1,1,4,1.217,0.367,1,1,13
do2205,1,1,2,0.784,0.234,1,1,14
do2205,1,1,3,1.067,0.334,1,1,15
do2205,1,1,3,0.701,0.3,1,1,16
do2205,1,1,3,0.734,0.284,1,1,17
do2205,1,1,3,0.867,0.267,1,1,18
do2205,0,0,4,0.984,0.234,2,1,19
do2205,0,0,4,0.967,0.3,2,1,20
do2205,0,0,3,0.7,0.517,2,1,21
do2205,0,0,4,1.051,0.234,2,1,22
do2205,0,0,4,0.784,0.167,2,1,23
do2205,0,0,3,0.834,0.35,2,1,24
do2205,0,0,4,0.717,0.034,2,1,25
do2205,0,0,4,1.651,0.167,2,1,26
do2205,0,0,4,0.784,0.133,2,1,27
do2205,0,0,2,0.834,0.25,1,1,28
do2205,0,0,4,0.984,0.584,1,1,29
do2205,0,0,3,0.7,0.234,1,1,30
do2205,0,0,3,0.784,0.1,1,1,31
do2205,0,0,2,0.717,0.2,1,1,32
do2205,0,0,2,1.134,0.384,1,1,33
do2205,0,0,3,1.717,0.184,1,1,34
do2205,0,0,2,0.801,0.634,1,1,35
do2205,0,0,2,0.784,0.284,1,1,36
IJ0305,1,0,4,2.537,0.397,2,0,1
IJ0305,1,1,4,1.197,0.486,2,1,2
IJ0305,1,1,4,0.924,0.299,2,1,3
IJ0305,1,1,4,1.04,0.325,2,1,4
IJ0305,1,1,3,2.441,0.542,2,1,5
IJ0305,1,1,4,2.59,0.394,2,1,6
IJ0305,1,1,3,1.012,0.388,2,1,7
IJ0305,1,1,4,1.207,0.372,2,1,8
IJ0305,1,1,4,0.955,0.328,2,1,9
IJ0305,1,1,3,2.076,0.372,1,1,10
IJ0305,1,1,4,1.434,0.503,1,1,11
IJ0305,1,1,4,1.065,0.392,1,1,12
IJ0305,1,1,4,1.082,0.353,1,1,13
IJ0305,1,1,4,1.088,0.397,1,1,14
IJ0305,1,1,4,1.114,0.368,1,1,15
IJ0305,1,1,4,1.233,2.35,1,1,16
IJ0305,1,1,4,1.482,0.351,1,1,17
IJ0305,1,1,4,1.539,0.484,1,1,18
IJ0305,0,0,4,1.33,0.353,2,1,19
IJ0305,0,0,4,1.055,0.344,2,1,20
IJ0305,0,1,4,1.036,0.397,2,0,21
IJ0305,0,0,NaN,1.683,NaN,2,1,22
IJ0305,0,0,4,1.28,0.514,2,1,23
IJ0305,0,0,4,1.303,0.366,2,1,24
IJ0305,0,0,4,1.074,0.368,2,1,25
IJ0305,0,0,4,1.039,0.327,2,1,26
IJ0305,0,0,4,1.989,0.685,2,1,27
IJ0305,0,0,4,2.5,0.385,1,1,28
IJ0305,0,0,4,1.877,0.392,1,1,29
IJ0305,0,0,1,1.726,2.487,1,1,30
IJ0305,0,0,4,1.044,0.506,1,1,31
IJ0305,0,1,3,1.896,0.419,1,0,32
IJ0305,0,0,4,1.132,0.468,1,1,33
IJ0305,0,0,4,1.202,0.447,1,1,34
IJ0305,0,0,4,1.342,0.405,1,1,35
IJ0305,0,0,3,1.053,0.347,1,1,36
IJ0305,1,1,4,1.165,0.485,2,1,1
IJ0305,1,1,4,1.005,0.359,2,1,2
IJ0305,1,0,3,1.543,0.348,2,0,3
IJ0305,1,1,4,1.472,0.429,2,1,4
IJ0305,1,1,3,0.858,0.377,2,1,5
IJ0305,1,1,4,1.07,0.371,2,1,6
IJ0305,1,1,2,1.271,0.391,2,1,7
IJ0305,1,1,1,1.283,2.4,2,1,8
IJ0305,1,1,4,0.977,0.741,2,1,9
IJ0305,1,1,4,1.003,0.397,1,1,10
IJ0305,1,1,4,0.951,0.348,1,1,11
IJ0305,1,1,4,1.197,0.286,1,1,12
IJ0305,1,1,4,0.953,0.396,1,1,13
IJ0305,1,0,4,0,0.396,1,0,14
IJ0305,1,1,3,0.877,0.412,1,1,15
IJ0305,1,1,4,0.968,0.39,1,1,16
IJ0305,1,1,4,0.863,0.353,1,1,17
IJ0305,1,1,4,1.578,0.668,1,1,18
IJ0305,0,1,4,1.753,0.43,2,0,19
IJ0305,0,0,4,1.133,0.324,2,1,20
IJ0305,0,0,4,1.625,0.142,2,1,21
IJ0305,0,1,3,1.192,0.358,2,0,22
IJ0305,0,0,4,1.168,0.501,2,1,23
IJ0305,0,0,4,1.756,0.345,2,1,24
IJ0305,0,0,4,1.279,0.387,2,1,25
IJ0305,0,1,4,0.914,0.387,2,0,26
IJ0305,0,0,4,1.316,0.323,2,1,27
IJ0305,0,0,4,1.097,0.493,1,1,28
IJ0305,0,0,3,1.004,0.358,1,1,29
IJ0305,0,0,4,2.175,0.442,1,1,30
IJ0305,0,0,4,1.92,0.397,1,1,31
IJ0305,0,0,4,1.016,0.383,1,1,32
IJ0305,0,0,,1.731,0,1,1,33
IJ0305,0,0,4,0.938,0.896,1,1,34
IJ0305,0,0,4,2.116,0.352,1,1,35
IJ0305,0,0,4,1.676,0.372,1,1,36
IJ0305,1,1,4,1.255,0.392,2,1,1
IJ0305,1,1,4,1.701,0.592,2,1,2
IJ0305,1,1,3,0.945,0.416,2,1,3
IJ0305,1,1,3,0.981,0.347,2,1,4
IJ0305,1,0,,0,0,2,0,5
IJ0305,1,1,4,1.012,0.462,2,1,6
IJ0305,1,1,4,1.715,0.386,2,1,7
IJ0305,1,1,4,1.042,0.466,2,1,8
IJ0305,1,1,4,1.098,0.937,2,1,9
IJ0305,1,1,4,2.576,0.393,1,1,10
IJ0305,1,1,4,1.053,0.528,1,1,11
IJ0305,1,1,4,1.316,0.708,1,1,12
IJ0305,1,1,4,0.987,0.412,1,1,13
IJ0305,1,1,4,1.163,0.67,1,1,14
IJ0305,1,0,4,1.101,0.366,1,0,15
IJ0305,1,1,3,0.888,0.328,1,1,16
IJ0305,1,1,4,1.253,0.312,1,1,17
IJ0305,1,1,2,1.235,0.398,1,1,18
IJ0305,0,1,2,0.914,0.386,2,0,19
IJ0305,0,0,4,0.902,0.362,2,1,20
IJ0305,0,0,4,0.93,0.642,2,1,21
IJ0305,0,0,4,1.07,0.43,2,1,22
IJ0305,0,1,3,1.228,0.372,2,0,23
IJ0305,0,0,4,1.116,0.434,2,1,24
IJ0305,0,0,3,1.208,2.104,2,1,25
IJ0305,0,0,4,2.078,0.416,2,1,26
IJ0305,0,1,3,1.151,0.648,2,0,27
IJ0305,0,0,4,1.095,0.422,1,1,28
IJ0305,0,0,4,1.206,0.51,1,1,29
IJ0305,0,0,4,0.926,0.34,1,1,30
IJ0305,0,0,4,0.926,0.592,1,1,31
IJ0305,0,0,4,0.9,0.349,1,1,32
IJ0305,0,1,4,1.144,0.372,1,0,33
IJ0305,0,1,4,0.972,0.359,1,0,34
IJ0305,0,0,4,1.207,0.694,1,1,35
IJ0305,0,0,4,1.107,0.6,1,1,36
katost,1,1,3,1.17,0.755,2,1,1
katost,1,1,3,2.098,1.284,2,1,2
katost,1,0,2,1.298,1.035,2,0,3
katost,1,1,3,1.033,0,2,1,4
katost,1,1,3,1.102,0.648,2,1,5
katost,1,1,3,1.251,0.933,2,1,6
katost,1,1,2,1.958,2.682,2,1,7
katost,1,1,2,1.074,1.16,2,1,8
katost,1,1,3,1.203,0.214,2,1,9
katost,1,1,2,1.41,1.463,1,1,10
katost,1,1,3,1.139,0.618,1,1,11
katost,1,1,2,1.136,0.639,1,1,12
katost,1,0,3,1.322,1.11,1,0,13
katost,1,0,2,1.302,2.243,1,0,14
katost,1,1,3,1.331,0.852,1,1,15
katost,1,1,2,1.354,1.246,1,1,16
katost,1,1,2,1.259,1.925,1,1,17
katost,1,1,2,1.359,2.062,1,1,18
katost,0,0,3,1.094,0.05,2,1,19
katost,0,0,3,1.169,0.665,2,1,20
katost,0,0,3,1.237,1.364,2,1,21
katost,0,0,3,1.281,1.503,2,1,22
katost,0,0,2,1.1,1.149,2,1,23
katost,0,1,,1.853,0,2,0,24
katost,0,0,3,1.198,0.603,2,1,25
katost,0,0,3,1.224,1.126,2,1,26
katost,0,0,2,1.234,1.183,2,1,27
katost,0,0,3,1.673,1.444,1,1,28
katost,0,0,3,1.12,1.341,1,1,29
katost,0,1,2,2.574,0.776,1,0,30
katost,0,0,3,1.232,0.735,1,1,31
katost,0,0,3,1.172,1.079,1,1,32
katost,0,1,3,1.208,2.243,1,0,33
katost,0,0,2,1.595,1.555,1,1,34
katost,0,0,3,1.089,0.745,1,1,35
katost,0,0,3,1.218,0.966,1,1,36
katost,1,1,2,1.009,1.741,2,1,1
katost,1,0,2,1.331,0.854,2,0,2
katost,1,1,2,1.15,0.849,2,1,3
katost,1,1,2,1.285,0.665,2,1,4
katost,1,1,3,1.374,0.511,2,1,5
katost,1,1,1,1.165,2.619,2,1,6
katost,1,1,2,1.177,0.185,2,1,7
katost,1,1,3,1.105,1.08,2,1,8
katost,1,1,2,1.095,0.672,2,1,9
katost,1,1,3,1.171,1.044,1,1,10
katost,1,1,2,1.248,0.853,1,1,11
katost,1,1,3,1.553,1.417,1,1,12
katost,1,1,3,1.052,0.349,1,1,13
katost,1,0,2,1.168,1.007,1,0,14
katost,1,1,2,1.114,0.819,1,1,15
katost,1,0,3,1.176,0.638,1,0,16
katost,1,1,2,1.148,0.735,1,1,17
katost,1,1,3,1.202,0.795,1,1,18
katost,0,0,3,1.126,0.475,2,1,19
katost,0,0,2,1.126,2.607,2,1,20
katost,0,0,2,1.35,0.6,2,1,21
katost,0,1,2,1.582,0.818,2,0,22
katost,0,0,3,1.228,0.921,2,1,23
katost,0,0,1,1.128,0.871,2,1,24
katost,0,0,2,1.009,0.872,2,1,25
katost,0,0,2,1.179,0.67,2,1,26
katost,0,0,3,1.147,0.669,2,1,27
katost,0,0,3,1.682,0.481,1,1,28
katost,0,0,3,1.098,0.852,1,1,29
katost,0,0,3,1.048,0.502,1,1,30
katost,0,0,2,1.094,1.351,1,1,31
katost,0,0,3,1.146,0.619,1,1,32
katost,0,1,3,1.054,0.828,1,0,33
katost,0,1,1,1.438,0.119,1,0,34
katost,0,1,2,1.087,1.262,1,0,35
katost,0,0,2,1.247,0.121,1,1,36
katost,1,1,2,1.054,0.713,2,1,1
katost,1,1,3,0.997,0.503,2,1,2
katost,1,1,3,0.923,1.51,2,1,3
katost,1,1,3,0.745,0.595,2,1,4
katost,1,1,2,1.116,0.941,2,1,5
katost,1,1,2,1.104,1.011,2,1,6
katost,1,1,3,1.15,0.531,2,1,7
katost,1,1,2,1.161,0.896,2,1,8
katost,1,1,3,1.048,0.552,2,1,9
katost,1,1,3,0.778,0.556,1,1,10
katost,1,1,3,1.248,0.034,1,1,11
katost,1,1,2,1.428,0.856,1,1,12
katost,1,1,3,0.809,0.475,1,1,13
katost,1,1,3,0.94,1.011,1,1,14
katost,1,1,3,0.838,2.26,1,1,15
katost,1,1,3,0.829,0.738,1,1,16
katost,1,1,3,0.86,0.557,1,1,17
katost,1,1,3,0.753,0.164,1,1,18
katost,0,0,2,1.214,0.569,2,1,19
katost,0,1,3,1.167,0.834,2,0,20
katost,0,0,3,1.035,0.778,2,1,21
katost,0,1,3,0.518,0.599,2,0,22
katost,0,0,3,1.052,1.061,2,1,23
katost,0,0,3,1.529,1.004,2,1,24
katost,0,0,3,0.969,1.581,2,1,25
katost,0,0,2,1.011,0.49,2,1,26
katost,0,1,3,0.817,0.6,2,0,27
katost,0,0,3,0.939,0.734,1,1,28
katost,0,0,3,1.331,0.669,1,1,29
katost,0,0,3,1.066,1.807,1,1,30
katost,0,0,3,1.129,0.986,1,1,31
katost,0,0,3,0.914,0.803,1,1,32
katost,0,0,3,0.934,0.715,1,1,33
katost,0,0,3,0.959,0.595,1,1,34
katost,0,0,3,1.01,0.556,1,1,35
katost,0,0,3,1.101,0.649,1,1,36
kma25,1,1,4,1.482,1.835,2,1,1
kma25,1,0,3,1.061,2.128,2,0,2
kma25,1,1,2,1.466,1.564,2,1,3
kma25,1,1,2,1.476,2.724,2,1,4
kma25,1,0,3,2.937,1.995,2,0,5
kma25,1,0,4,1.059,1.557,2,0,6
kma25,1,1,4,1.853,2.195,2,1,7
kma25,1,1,2,1.601,1.798,2,1,8
kma25,1,1,4,1.189,2.14,2,1,9
kma25,1,1,3,1.19,1.882,1,1,10
kma25,1,NaN,NaN,NaN,NaN,1,0,11
kma25,1,1,NaN,2.379,NaN,1,1,12
kma25,1,0,NaN,2.028,NaN,1,0,13
kma25,1,0,2,1.174,1.714,1,0,14
kma25,1,0,NaN,1.472,NaN,1,0,15
kma25,1,0,4,1.775,1.094,1,0,16
kma25,1,1,2,1.518,0.6,1,1,17
kma25,1,NaN,NaN,NaN,NaN,1,0,18
kma25,0,0,4,2.086,0.232,2,1,19
kma25,0,0,3,1.164,2.059,2,1,20
kma25,0,0,4,1.266,1.683,2,1,21
kma25,0,0,3,1.258,2.291,2,1,22
kma25,0,1,3,1.335,1.515,2,0,23
kma25,0,NaN,2,NaN,2.084,2,0,24
kma25,0,0,3,2.332,2.268,2,1,25
kma25,0,NaN,4,NaN,2.109,2,0,26
kma25,0,1,NaN,2.103,NaN,2,0,27
kma25,0,0,NaN,2.024,NaN,1,1,28
kma25,0,0,4,1.801,1.306,1,1,29
kma25,0,NaN,4,NaN,1.551,1,0,30
kma25,0,0,4,2.897,1.72,1,1,31
kma25,0,1,NaN,1.359,NaN,1,0,32
kma25,0,0,3,2.779,2.055,1,1,33
kma25,0,0,4,1.591,1.123,1,1,34
kma25,0,1,NaN,1.768,NaN,1,0,35
kma25,0,0,2,1.694,1.213,1,1,36
kma25,1,1,4,1.411,0.989,2,1,1
kma25,1,0,4,1.121,0.862,2,0,2
kma25,1,1,4,1.465,0.619,2,1,3
kma25,1,0,4,1.284,0.683,2,0,4
kma25,1,0,4,0.973,0.91,2,0,5
kma25,1,0,2,1.312,1.39,2,0,6
kma25,1,1,4,1.492,1.008,2,1,7
kma25,1,0,NaN,1.506,NaN,2,0,8
kma25,1,1,3,1.478,1.557,2,1,9
kma25,1,NaN,NaN,NaN,NaN,1,0,10
kma25,1,1,2,1.591,1.258,1,1,11
kma25,1,1,3,2.615,0.986,1,1,12
kma25,1,NaN,4,NaN,1.443,1,0,13
kma25,1,0,NaN,1.315,NaN,1,0,14
kma25,1,1,4,1.709,1.121,1,1,15
kma25,1,0,4,1.509,1.596,1,0,16
kma25,1,0,2,0.978,1.694,1,0,17
kma25,1,1,3,2.81,1.717,1,1,18
kma25,0,0,4,1.7,0.001,2,1,19
kma25,0,0,4,1.309,0.725,2,1,20
kma25,0,0,3,1.847,1.536,2,1,21
kma25,0,0,4,1.185,1.266,2,1,22
kma25,0,0,3,1.514,1.92,2,1,23
kma25,0,NaN,4,NaN,1.056,2,0,24
kma25,0,1,4,1.324,0.841,2,0,25
kma25,0,0,2,1.767,0.852,2,1,26
kma25,0,0,3,1.478,1.718,2,1,27
kma25,0,0,NaN,1.551,NaN,1,1,28
kma25,0,0,2,1.191,2.709,1,1,29
kma25,0,1,3,1.015,1.511,1,0,30
kma25,0,0,4,0.999,1.769,1,1,31
kma25,0,0,1,1.544,1.874,1,1,32
kma25,0,0,4,1.353,1.564,1,1,33
kma25,0,0,4,0.973,0.621,1,1,34
kma25,0,1,NaN,1.136,NaN,1,0,35
kma25,0,0,4,1.351,0.736,1,1,36
kma25,1,1,2,1.31,1.654,2,1,1
kma25,1,1,NaN,1.526,NaN,2,1,2
kma25,1,1,3,1.262,1.789,2,1,3
kma25,1,1,NaN,1.789,NaN,2,1,4
kma25,1,1,2,1.176,1.324,2,1,5
kma25,1,1,3,0.834,1.182,2,1,6
kma25,1,1,2,2.018,1.033,2,1,7
kma25,1,1,3,1.862,2.944,2,1,8
kma25,1,1,3,1.087,0.347,2,1,9
kma25,1,1,2,1.498,1.368,1,1,10
kma25,1,1,NaN,1.819,NaN,1,1,11
kma25,1,1,3,1.179,1.201,1,1,12
kma25,1,0,3,1.212,1.054,1,0,13
kma25,1,1,3,1.558,1.807,1,1,14
kma25,1,1,2,1.264,1.302,1,1,15
kma25,1,1,NaN,2.056,NaN,1,1,16
kma25,1,0,2,2.146,0.702,1,0,17
kma25,1,1,3,1.577,0.462,1,1,18
kma25,0,1,2,1.551,1.488,2,0,19
kma25,0,0,2,1.411,1.556,2,1,20
kma25,0,0,2,1.139,1.262,2,1,21
kma25,0,0,4,1.115,1.035,2,1,22
kma25,0,0,3,1.473,1.561,2,1,23
kma25,0,1,3,1.412,0.322,2,0,24
kma25,0,0,3,1.278,1.645,2,1,25
kma25,0,0,3,1.257,1.927,2,1,26
kma25,0,1,3,1.136,0.846,2,0,27
kma25,0,1,2,0.673,0.977,1,0,28
kma25,0,1,2,1.181,1.968,1,0,29
kma25,0,0,3,0.963,1.871,1,1,30
kma25,0,0,4,1.268,0.703,1,1,31
kma25,0,0,2,1.849,2.218,1,1,32
kma25,0,1,3,1.169,1.447,1,0,33
kma25,0,0,2,1.302,1.714,1,1,34
kma25,0,0,3,1.14,0.942,1,1,35
kma25,0,0,4,1.169,1.481,1,1,36
Lea,1,1,2,0.762,0.405,2,1,1
Lea,1,1,2,0.743,0.323,2,1,2
Lea,1,1,2,0.985,0.466,2,1,3
Lea,1,1,2,1.333,0.184,2,1,4
Lea,1,1,2,0.843,0.808,2,1,5
Lea,1,1,2,0.869,0.281,2,1,6
Lea,1,1,2,1.211,0.409,2,1,7
Lea,1,1,2,1.125,0.189,2,1,8
Lea,1,1,2,1.148,0.351,2,1,9
Lea,1,1,2,0.817,0.35,1,1,10
Lea,1,1,NaN,0.784,NaN,1,1,11
Lea,1,1,2,0.751,0.44,1,1,12
Lea,1,1,2,0.707,0.943,1,1,13
Lea,1,1,2,0.892,0.341,1,1,14
Lea,1,1,2,0.707,0.39,1,1,15
Lea,1,1,2,0.719,0.254,1,1,16
Lea,1,0,2,1.159,0.273,1,0,17
Lea,1,1,2,0.757,0.508,1,1,18
Lea,0,0,2,1.056,0.328,2,1,19
Lea,0,1,2,0.971,0.05,2,0,20
Lea,0,0,2,1.293,0.277,2,1,21
Lea,0,0,2,1.183,0.351,2,1,22
Lea,0,1,2,1.467,0.398,2,0,23
Lea,0,0,2,1.061,0.39,2,1,24
Lea,0,1,2,1.221,0.329,2,0,25
Lea,0,0,2,1.22,0.397,2,1,26
Lea,0,0,2,1.399,0.208,2,1,27
Lea,0,0,2,1.6,1.333,1,1,28
Lea,0,1,2,1.266,0.481,1,0,29
Lea,0,1,2,1.182,0.28,1,0,30
Lea,0,1,2,1.059,0.308,1,0,31
Lea,0,1,2,1.396,0.458,1,0,32
Lea,0,1,2,0.881,0.419,1,0,33
Lea,0,0,2,1.232,0.332,1,1,34
Lea,0,0,2,1.154,0.33,1,1,35
Lea,0,1,2,0.587,0.419,1,0,36
Lea,1,1,2,0.934,0.324,2,1,1
Lea,1,1,2,0.917,1.149,2,1,2
Lea,1,0,2,1.24,0.622,2,0,3
Lea,1,1,2,0.816,0.618,2,1,4
Lea,1,1,2,0.861,0.638,2,1,5
Lea,1,1,2,0.926,0.638,2,1,6
Lea,1,1,2,1.501,0.927,2,1,7
Lea,1,1,2,0.827,0.964,2,1,8
Lea,1,1,2,0.846,0.419,2,1,9
Lea,1,1,2,0.784,0.506,1,1,10
Lea,1,1,2,0.983,0.433,1,1,11
Lea,1,1,2,0.906,0.543,1,1,12
Lea,1,1,2,1.022,0.78,1,1,13
Lea,1,1,2,0.947,0.034,1,1,14
Lea,1,0,2,1.025,0.439,1,0,15
Lea,1,1,2,0.807,0.577,1,1,16
Lea,1,1,2,1.049,0.748,1,1,17
Lea,1,1,2,0.903,0.663,1,1,18
Lea,0,1,2,0.933,0.318,2,0,19
Lea,0,1,2,0.981,0.55,2,0,20
Lea,0,0,2,1.013,0.366,2,1,21
Lea,0,1,2,0.775,0.591,2,0,22
Lea,0,0,2,1.272,0.546,2,1,23
Lea,0,0,2,1.255,0.642,2,1,24
Lea,0,1,2,1.1,0.528,2,0,25
Lea,0,0,2,1,0.665,2,1,26
Lea,0,1,2,0.977,0.623,2,0,27
Lea,0,1,2,1.054,0.579,1,0,28
Lea,0,1,2,0.858,0.593,1,0,29
Lea,0,1,2,0.887,0.481,1,0,30
Lea,0,1,2,1.086,0.376,1,0,31
Lea,0,1,1,1.187,1.573,1,0,32
Lea,0,0,2,1.061,0.505,1,1,33
Lea,0,1,2,0.897,0.386,1,0,34
Lea,0,0,2,1.329,0.557,1,1,35
Lea,0,1,2,1.004,0.862,1,0,36
Lea,1,0,3,1.306,0.577,2,0,1
Lea,1,1,2,0.83,0.588,2,1,2
Lea,1,1,2,0.905,0.228,2,1,3
Lea,1,1,3,0.827,0.23,2,1,4
Lea,1,1,2,1.125,1.058,2,1,5
Lea,1,1,2,0.977,1.139,2,1,6
Lea,1,1,2,1.034,0.933,2,1,7
Lea,1,1,2,0.861,0.665,2,1,8
Lea,1,1,2,0.944,0.507,2,1,9
Lea,1,1,2,1.155,0.183,1,1,10
Lea,1,0,3,1.034,1.465,1,0,11
Lea,1,1,2,0.81,0.185,1,1,12
Lea,1,1,3,0.936,0.528,1,1,13
Lea,1,1,2,0.866,0.533,1,1,14
Lea,1,1,3,0.818,1.332,1,1,15
Lea,1,1,2,0.936,0.464,1,1,16
Lea,1,1,2,0.773,0.659,1,1,17
Lea,1,0,2,1.822,0.579,1,0,18
Lea,0,0,2,0.949,0.968,2,1,19
Lea,0,0,2,1.17,0.146,2,1,20
Lea,0,0,2,0.896,0.485,2,1,21
Lea,0,0,3,0.982,0.531,2,1,22
Lea,0,0,2,1.018,1.095,2,1,23
Lea,0,0,2,1.051,0.562,2,1,24
Lea,0,0,2,0.928,1.774,2,1,25
Lea,0,0,2,0.932,0.535,2,1,26
Lea,0,0,2,1.09,0.544,2,1,27
Lea,0,NaN,3,NaN,1.328,1,0,28
Lea,0,0,2,1.258,0.51,1,1,29
Lea,0,0,2,0.92,0.312,1,1,30
Lea,0,0,2,1.289,0.575,1,1,31
Lea,0,0,2,1.271,0.548,1,1,32
Lea,0,1,NaN,0.765,NaN,1,0,33
Lea,0,0,2,0.983,0.503,1,1,34
Lea,0,1,2,0.942,0.624,1,0,35
Lea,0,1,2,1.175,0.594,1,0,36
Lea,1,1,2,1.029,0.322,2,1,1
Lea,1,1,2,0.801,0.41,2,1,2
Lea,1,0,2,1.007,0.865,2,0,3
Lea,1,1,2,0.884,0.416,2,1,4
Lea,1,1,2,0.675,0.434,2,1,5
Lea,1,1,2,0.771,0.317,2,1,6
Lea,1,1,2,0.814,0.386,2,1,7
Lea,1,1,2,0.796,0.512,2,1,8
Lea,1,1,2,0.803,0.314,2,1,9
Lea,1,1,2,0.817,0.265,1,1,10
Lea,1,1,2,0.828,0.363,1,1,11
Lea,1,1,2,0.583,0.368,1,1,12
Lea,1,0,2,1.103,0.799,1,0,13
Lea,1,1,2,0.788,0.342,1,1,14
Lea,1,1,2,0.576,0.408,1,1,15
Lea,1,0,2,0.958,0.308,1,0,16
Lea,1,1,2,0.75,0.564,1,1,17
Lea,1,1,2,0.823,0.357,1,1,18
Lea,0,1,2,1.202,0.56,2,0,19
Lea,0,0,2,0.854,0.429,2,1,20
Lea,0,0,2,0.948,0.485,2,1,21
Lea,0,0,2,0.952,0.381,2,1,22
Lea,0,1,2,1.054,0.286,2,0,23
Lea,0,0,2,0.969,0.458,2,1,24
Lea,0,1,2,0.814,0.342,2,0,25
Lea,0,0,2,0.84,0.483,2,1,26
Lea,0,0,2,0.832,0.344,2,1,27
Lea,0,0,2,0.899,0.368,1,1,28
Lea,0,0,2,0.973,0.155,1,1,29
Lea,0,1,2,0.816,0.385,1,0,30
Lea,0,1,2,0.617,0.417,1,0,31
Lea,0,0,2,0.795,0.505,1,1,32
Lea,0,0,2,1.04,0.093,1,1,33
Lea,0,0,2,0.904,0.337,1,1,34
Lea,0,0,2,0.857,0.391,1,1,35
Lea,0,0,2,1.23,0.404,1,1,36
Lea,1,1,2,1.217,0.484,2,1,1
Lea,1,1,3,0.893,0.55,2,1,2
Lea,1,1,2,0.875,0.508,2,1,3
Lea,1,1,2,0.843,0.224,2,1,4
Lea,1,1,3,0.814,0.32,2,1,5
Lea,1,1,2,0.928,0.356,2,1,6
Lea,1,0,2,0.846,0.257,2,0,7
Lea,1,1,2,0.896,0.321,2,1,8
Lea,1,1,3,0.999,0.268,2,1,9
Lea,1,1,2,0.767,0.367,1,1,10
Lea,1,1,2,0.941,0.407,1,1,11
Lea,1,1,2,1.03,0.657,1,1,12
Lea,1,0,3,1.067,0.282,1,0,13
Lea,1,1,3,0.686,0.328,1,1,14
Lea,1,1,3,1.085,0.448,1,1,15
Lea,1,1,3,0.761,0.273,1,1,16
Lea,1,1,2,1.108,0.658,1,1,17
Lea,1,1,2,0.751,0.247,1,1,18
Lea,0,1,2,0.814,0.362,2,0,19
Lea,0,0,2,0.829,0.338,2,1,20
Lea,0,0,2,0.943,0.982,2,1,21
Lea,0,0,3,0.86,0.231,2,1,22
Lea,0,0,2,0.815,0.243,2,1,23
Lea,0,0,3,0.87,0.364,2,1,24
